date,mean,count
2019-01-01,0.09092698412698408,63
2019-01-02,0.0398503937007874,127
2019-01-03,0.07042115384615387,156
2019-01-04,0.147767,100
2019-01-05,0.12890645161290318,31
2019-01-06,0.061912820512820536,39
2019-01-07,0.03004059405940593,101
2019-01-08,0.12784308943089426,123
2019-01-09,0.1319956043956044,91
2019-01-10,0.07959689922480617,129
2019-01-11,0.1132628205128205,78
2019-01-12,0.1557125,24
2019-01-13,0.09672857142857143,28
2019-01-14,0.13624375,80
2019-01-15,0.12103083333333335,120
2019-01-16,0.058929411764705876,102
2019-01-17,0.1346881889763779,127
2019-01-18,0.16545487804878045,82
2019-01-19,0.10717105263157896,38
2019-01-20,0.028841666666666665,24
2019-01-21,0.020786301369863022,73
2019-01-22,0.016067836257309946,171
2019-01-23,0.11208133333333331,75
2019-01-24,0.07668235294117648,136
2019-01-25,0.052676344086021516,93
2019-01-26,0.08787499999999998,24
2019-01-27,0.02547878787878788,33
2019-01-28,0.07483761467889911,109
2019-01-29,0.06094752475247525,101
2019-01-30,0.08370243902439026,82
2019-01-31,0.09665104895104895,143
2019-02-01,0.12485794392523361,107
2019-02-02,0.14212121212121212,33
2019-02-03,0.1534603448275862,58
2019-02-04,0.1420789046653144,493
2019-02-05,0.13764711779448602,399
2019-02-06,0.14876969696969697,132
2019-02-07,0.03842521008403361,119
2019-02-08,0.09577356321839081,87
2019-02-09,0.12490555555555553,36
2019-02-10,0.16036530612244898,49
2019-02-11,0.14269684210526315,95
2019-02-12,0.0765677419354839,124
2019-02-13,0.13993533834586463,133
2019-02-14,0.06406293103448274,116
2019-02-15,0.13301526717557252,131
2019-02-16,0.11515714285714286,35
2019-02-17,-0.02233714285714285,35
2019-02-18,0.07088518518518518,54
2019-02-19,0.08059675324675326,154
2019-02-20,0.030372072072072074,111
2019-02-21,0.04632699386503067,163
2019-02-22,0.06110999999999999,100
2019-02-23,-0.017924000000000002,25
2019-02-24,0.1423764705882353,34
2019-02-25,0.07864444444444446,72
2019-02-26,0.06567448275862071,145
2019-02-27,0.138561797752809,89
2019-02-28,0.11984,115
2019-03-01,0.14532207792207794,77
2019-03-02,0.03475294117647058,17
2019-03-03,0.08917499999999999,48
2019-03-04,0.16313015873015876,126
2019-03-05,0.09238786127167632,173
2019-03-06,0.1271368932038835,103
2019-03-07,0.1215885714285714,105
2019-03-08,0.11803699999999999,100
2019-03-09,0.028082758620689655,29
2019-03-10,0.09073888888888888,36
2019-03-11,0.10764347826086958,115
2019-03-12,0.10428516129032259,155
2019-03-13,0.1333763636363636,110
2019-03-14,0.0836986842105263,152
2019-03-15,0.10964195804195803,143
2019-03-16,0.132325,52
2019-03-17,0.11177222222222223,36
2019-03-18,0.1159884955752212,113
2019-03-19,0.11557207547169814,265
2019-03-20,0.0902143426294821,251
2019-03-21,0.10122026143790847,153
2019-03-22,0.09115289256198346,121
2019-03-23,0.09744883720930234,43
2019-03-24,0.18059487179487183,39
2019-03-25,0.13707246376811594,138
2019-03-26,0.08697052023121382,173
2019-03-27,0.11320068027210886,147
2019-03-28,0.09517272727272724,132
2019-03-29,0.11145531914893617,94
2019-03-30,-0.03331818181818182,44
2019-03-31,0.05751555555555555,45
2019-04-01,0.060298936170212765,94
2019-04-02,0.0944736842105263,114
2019-04-03,0.10841899999999999,100
2019-04-04,0.04157089552238807,134
2019-04-05,0.14115200000000003,100
2019-04-06,0.11292727272727274,33
2019-04-07,0.07137777777777778,45
2019-04-08,0.12778842975206606,121
2019-04-09,0.10927213114754099,183
2019-04-10,0.05101753246753248,154
2019-04-11,0.1024741379310345,116
2019-04-12,0.14412761194029852,134
2019-04-13,0.1422837209302326,43
2019-04-14,0.14085714285714285,35
2019-04-15,0.09242868852459016,122
2019-04-16,0.0764139534883721,129
2019-04-17,0.14781428571428576,133
2019-04-18,0.057511111111111096,171
2019-04-19,0.09364035087719298,57
2019-04-20,0.10790555555555556,36
2019-04-21,0.11124166666666667,24
2019-04-22,0.05597333333333333,120
2019-04-23,0.09236059113300493,203
2019-04-24,0.15488315789473686,95
2019-04-25,0.038050000000000014,128
2019-04-26,0.1120923076923077,117
2019-04-27,0.0424561403508772,57
2019-04-28,0.21029545454545454,66
2019-04-29,0.09841182994454716,541
2019-04-30,0.07315859649122809,570
2019-05-01,0.04186696035242289,227
2019-05-02,0.13880365296803648,219
2019-05-03,0.1644678832116788,137
2019-05-04,-0.009060655737704914,61
2019-05-05,0.12000400000000001,50
2019-05-06,0.0817656862745098,102
2019-05-07,0.09830497512437807,201
2019-05-08,0.13650683760683766,117
2019-05-09,0.07737388059701494,134
2019-05-10,0.11917156862745099,102
2019-05-11,0.15140571428571428,35
2019-05-12,0.08950000000000001,35
2019-05-13,0.1898983333333334,120
2019-05-14,0.07134025157232707,159
2019-05-15,0.1689864583333334,192
2019-05-16,0.11084225352112674,142
2019-05-17,0.07215510204081632,98
2019-05-18,0.1866219512195122,41
2019-05-19,0.10141111111111112,45
2019-05-20,0.08983064516129033,62
2019-05-21,0.10715080213903738,187
2019-05-22,0.030430769230769244,117
2019-05-23,0.12452928571428572,140
2019-05-24,0.15844210526315788,95
2019-05-25,0.12191538461538462,26
2019-05-26,0.13839444444444446,18
2019-05-27,0.12976600000000002,50
2019-05-28,0.1363529032258065,155
2019-05-29,0.1443037313432837,134
2019-05-30,0.11589407894736835,152
2019-05-31,0.10459867549668875,151
2019-06-01,0.1320460674157303,89
2019-06-02,0.06597723577235771,123
2019-06-03,0.06606431718061678,454
2019-06-04,0.15268494623655918,279
2019-06-05,0.08830969696969697,165
2019-06-06,0.09839950248756216,201
2019-06-07,0.09249847328244273,131
2019-06-08,0.12212200000000001,50
2019-06-09,0.10119710144927536,69
2019-06-10,0.15835038759689923,129
2019-06-11,0.06662270270270271,185
2019-06-12,0.040299999999999996,117
2019-06-13,0.15180479452054793,146
2019-06-14,0.14035714285714287,63
2019-06-15,0.178168,25
2019-06-16,0.0094340909090909,44
2019-06-17,0.10510283687943266,141
2019-06-18,0.10044727272727272,110
2019-06-19,0.05421923076923079,156
2019-06-20,0.03151200000000001,150
2019-06-21,0.10434642857142853,84
2019-06-22,0.15000769230769231,39
2019-06-23,0.13094545454545453,55
2019-06-24,0.12444817518248177,137
2019-06-25,0.08144335260115605,173
2019-06-26,0.060102068965517216,145
2019-06-27,0.10963986013986012,143
2019-06-28,0.06500210526315789,95
2019-06-29,0.07086964285714285,56
2019-06-30,0.04568484848484849,33
2019-07-01,0.13706521739130437,92
2019-07-02,0.14395035460992905,141
2019-07-03,0.09152098765432101,81
2019-07-04,0.061140000000000014,65
2019-07-05,0.10013809523809528,84
2019-07-06,0.08412307692307691,26
2019-07-07,0.11391607142857142,56
2019-07-08,0.16834495412844033,109
2019-07-09,0.11944444444444441,144
2019-07-10,0.12171340206185566,97
2019-07-11,0.07939602649006622,151
2019-07-12,0.20950760869565221,92
2019-07-13,0.11684827586206896,29
2019-07-14,0.1511717391304348,46
2019-07-15,0.0687390909090909,110
2019-07-16,0.08812533936651587,221
2019-07-17,0.12598555555555557,90
2019-07-18,0.08906526315789473,95
